日期,時段名稱,具體時間,節氣,年柱,年納音,月柱,月納音,日柱,日納音,時柱,時納音,胎元,命宮,年星,月星,日星,時星,時星五行
1978-06-11,未時,13:00-15:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,辛未,路旁土,丁酉,戌宮,四綠,四綠,二黑,二黑,土
1978-06-11,申時,15:00-17:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,壬申,劍鋒金,丁酉,酉宮,四綠,四綠,二黑,三碧,木
1978-06-11,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,癸酉,劍鋒金,丁酉,申宮,四綠,四綠,二黑,四綠,木
1978-06-11,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,甲戌,山頭火,丁酉,未宮,四綠,四綠,二黑,五黃,土
1978-06-11,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,乙亥,山頭火,丁酉,午宮,四綠,四綠,二黑,六白,金
1978-06-11,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,甲辰,覆燈火,丙子,澗下水,丁酉,巳宮,四綠,四綠,二黑,七赤,金
1978-06-12,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,丙子,澗下水,丁酉,巳宮,四綠,四綠,三碧,七赤,金
1978-06-12,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,丁丑,澗下水,丁酉,辰宮,四綠,四綠,三碧,八白,土
1978-06-12,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,戊寅,城頭土,丁酉,卯宮,四綠,四綠,三碧,九紫,火
1978-06-12,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,己卯,城頭土,丁酉,寅宮,四綠,四綠,三碧,一白,水
1978-06-12,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,庚辰,白蠟金,丁酉,丑宮,四綠,四綠,三碧,二黑,土
1978-06-12,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,辛巳,白蠟金,丁酉,子宮,四綠,四綠,三碧,三碧,木
1978-06-12,午時,11:00-13:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,壬午,楊柳木,丁酉,亥宮,四綠,四綠,三碧,四綠,木
1978-06-12,未時,13:00-15:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,癸未,楊柳木,丁酉,戌宮,四綠,四綠,三碧,五黃,土
1978-06-12,申時,15:00-17:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,甲申,泉中水,丁酉,酉宮,四綠,四綠,三碧,六白,金
1978-06-12,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,乙酉,泉中水,丁酉,申宮,四綠,四綠,三碧,七赤,金
1978-06-12,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,丙戌,屋上土,丁酉,未宮,四綠,四綠,三碧,八白,土
1978-06-12,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,丁亥,屋上土,丁酉,午宮,四綠,四綠,三碧,九紫,火
1978-06-12,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,乙巳,覆燈火,戊子,霹靂火,丁酉,巳宮,四綠,四綠,三碧,一白,水
1978-06-13,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,丙午,天河水,戊子,霹靂火,丁酉,巳宮,四綠,四綠,四綠,一白,水
1978-06-13,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,丙午,天河水,己丑,霹靂火,丁酉,辰宮,四綠,四綠,四綠,二黑,土
1978-06-13,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,丙午,天河水,庚寅,松柏木,丁酉,卯宮,四綠,四綠,四綠,三碧,木
1978-06-13,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,丙午,天河水,辛卯,松柏木,丁酉,寅宮,四綠,四綠,四綠,四綠,木
1978-06-13,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,丙午,天河水,壬辰,長流水,丁酉,丑宮,四綠,四綠,四綠,五黃,土
1978-06-13,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,丙午,天河水,癸巳,長流水,丁酉,子宮,四綠,四綠,四綠,六白,金
1978-06-13,午時,11:00-13:00,,戊午,天上火,丙午,天河水,丙午,天河水,甲午,砂中金,丁酉,亥宮,四綠,四綠,四綠,七赤,金
1978-06-13,未時,13:00-15:00,,戊午,天上火,丙午,天河水,丙午,天河水,乙未,砂中金,丁酉,戌宮,四綠,四綠,四綠,八白,土
1978-06-13,申時,15:00-17:00,,戊午,天上火,丙午,天河水,丙午,天河水,丙申,山下火,丁酉,酉宮,四綠,四綠,四綠,九紫,火
1978-06-13,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,丙午,天河水,丁酉,山下火,丁酉,申宮,四綠,四綠,四綠,一白,水
1978-06-13,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,丙午,天河水,戊戌,平地木,丁酉,未宮,四綠,四綠,四綠,二黑,土
1978-06-13,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,丙午,天河水,己亥,平地木,丁酉,午宮,四綠,四綠,四綠,三碧,木
1978-06-13,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,丙午,天河水,庚子,壁上土,丁酉,巳宮,四綠,四綠,四綠,四綠,木
1978-06-14,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,丁未,天河水,庚子,壁上土,丁酉,巳宮,四綠,四綠,五黃,四綠,木
1978-06-14,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,丁未,天河水,辛丑,壁上土,丁酉,辰宮,四綠,四綠,五黃,五黃,土
1978-06-14,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,丁未,天河水,壬寅,金箔金,丁酉,卯宮,四綠,四綠,五黃,六白,金
1978-06-14,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,丁未,天河水,癸卯,金箔金,丁酉,寅宮,四綠,四綠,五黃,七赤,金
1978-06-14,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,丁未,天河水,甲辰,覆燈火,丁酉,丑宮,四綠,四綠,五黃,八白,土
1978-06-14,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,丁未,天河水,乙巳,覆燈火,丁酉,子宮,四綠,四綠,五黃,九紫,火
1978-06-14,午時,11:00-13:00,,戊午,天上火,丙午,天河水,丁未,天河水,丙午,天河水,丁酉,亥宮,四綠,四綠,五黃,一白,水
1978-06-14,未時,13:00-15:00,,戊午,天上火,丙午,天河水,丁未,天河水,丁未,天河水,丁酉,戌宮,四綠,四綠,五黃,二黑,土
1978-06-14,申時,15:00-17:00,,戊午,天上火,丙午,天河水,丁未,天河水,戊申,大驛土,丁酉,酉宮,四綠,四綠,五黃,三碧,木
1978-06-14,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,丁未,天河水,己酉,大驛土,丁酉,申宮,四綠,四綠,五黃,四綠,木
1978-06-14,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,丁未,天河水,庚戌,釵釧金,丁酉,未宮,四綠,四綠,五黃,五黃,土
1978-06-14,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,丁未,天河水,辛亥,釵釧金,丁酉,午宮,四綠,四綠,五黃,六白,金
1978-06-14,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,丁未,天河水,壬子,桑柘木,丁酉,巳宮,四綠,四綠,五黃,七赤,金
1978-06-15,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,戊申,大驛土,壬子,桑柘木,丁酉,巳宮,四綠,四綠,六白,七赤,金
1978-06-15,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,戊申,大驛土,癸丑,桑柘木,丁酉,辰宮,四綠,四綠,六白,八白,土
1978-06-15,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,戊申,大驛土,甲寅,大溪水,丁酉,卯宮,四綠,四綠,六白,九紫,火
1978-06-15,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,戊申,大驛土,乙卯,大溪水,丁酉,寅宮,四綠,四綠,六白,一白,水
1978-06-15,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,戊申,大驛土,丙辰,沙中土,丁酉,丑宮,四綠,四綠,六白,二黑,土
1978-06-15,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,戊申,大驛土,丁巳,沙中土,丁酉,子宮,四綠,四綠,六白,三碧,木
1978-06-15,午時,11:00-13:00,,戊午,天上火,丙午,天河水,戊申,大驛土,戊午,天上火,丁酉,亥宮,四綠,四綠,六白,四綠,木
1978-06-15,未時,13:00-15:00,,戊午,天上火,丙午,天河水,戊申,大驛土,己未,天上火,丁酉,戌宮,四綠,四綠,六白,五黃,土
1978-06-15,申時,15:00-17:00,,戊午,天上火,丙午,天河水,戊申,大驛土,庚申,石榴木,丁酉,酉宮,四綠,四綠,六白,六白,金
1978-06-15,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,戊申,大驛土,辛酉,石榴木,丁酉,申宮,四綠,四綠,六白,七赤,金
1978-06-15,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,戊申,大驛土,壬戌,大海水,丁酉,未宮,四綠,四綠,六白,八白,土
1978-06-15,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,戊申,大驛土,癸亥,大海水,丁酉,午宮,四綠,四綠,六白,九紫,火
1978-06-15,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,戊申,大驛土,甲子,海中金,丁酉,巳宮,四綠,四綠,六白,一白,水
1978-06-16,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,己酉,大驛土,甲子,海中金,丁酉,巳宮,四綠,四綠,七赤,一白,水
1978-06-16,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,己酉,大驛土,乙丑,海中金,丁酉,辰宮,四綠,四綠,七赤,二黑,土
1978-06-16,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,己酉,大驛土,丙寅,爐中火,丁酉,卯宮,四綠,四綠,七赤,三碧,木
1978-06-16,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,己酉,大驛土,丁卯,爐中火,丁酉,寅宮,四綠,四綠,七赤,四綠,木
1978-06-16,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,己酉,大驛土,戊辰,大林木,丁酉,丑宮,四綠,四綠,七赤,五黃,土
1978-06-16,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,己酉,大驛土,己巳,大林木,丁酉,子宮,四綠,四綠,七赤,六白,金
1978-06-16,午時,11:00-13:00,,戊午,天上火,丙午,天河水,己酉,大驛土,庚午,路旁土,丁酉,亥宮,四綠,四綠,七赤,七赤,金
1978-06-16,未時,13:00-15:00,,戊午,天上火,丙午,天河水,己酉,大驛土,辛未,路旁土,丁酉,戌宮,四綠,四綠,七赤,八白,土
1978-06-16,申時,15:00-17:00,,戊午,天上火,丙午,天河水,己酉,大驛土,壬申,劍鋒金,丁酉,酉宮,四綠,四綠,七赤,九紫,火
1978-06-16,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,己酉,大驛土,癸酉,劍鋒金,丁酉,申宮,四綠,四綠,七赤,一白,水
1978-06-16,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,己酉,大驛土,甲戌,山頭火,丁酉,未宮,四綠,四綠,七赤,二黑,土
1978-06-16,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,己酉,大驛土,乙亥,山頭火,丁酉,午宮,四綠,四綠,七赤,三碧,木
1978-06-16,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,己酉,大驛土,丙子,澗下水,丁酉,巳宮,四綠,四綠,七赤,四綠,木
1978-06-17,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,丙子,澗下水,丁酉,巳宮,四綠,四綠,八白,四綠,木
1978-06-17,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,丁丑,澗下水,丁酉,辰宮,四綠,四綠,八白,五黃,土
1978-06-17,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,戊寅,城頭土,丁酉,卯宮,四綠,四綠,八白,六白,金
1978-06-17,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,己卯,城頭土,丁酉,寅宮,四綠,四綠,八白,七赤,金
1978-06-17,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,庚辰,白蠟金,丁酉,丑宮,四綠,四綠,八白,八白,土
1978-06-17,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,辛巳,白蠟金,丁酉,子宮,四綠,四綠,八白,九紫,火
1978-06-17,午時,11:00-13:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,壬午,楊柳木,丁酉,亥宮,四綠,四綠,八白,一白,水
1978-06-17,未時,13:00-15:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,癸未,楊柳木,丁酉,戌宮,四綠,四綠,八白,二黑,土
1978-06-17,申時,15:00-17:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,甲申,泉中水,丁酉,酉宮,四綠,四綠,八白,三碧,木
1978-06-17,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,乙酉,泉中水,丁酉,申宮,四綠,四綠,八白,四綠,木
1978-06-17,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,丙戌,屋上土,丁酉,未宮,四綠,四綠,八白,五黃,土
1978-06-17,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,丁亥,屋上土,丁酉,午宮,四綠,四綠,八白,六白,金
1978-06-17,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,庚戌,釵釧金,戊子,霹靂火,丁酉,巳宮,四綠,四綠,八白,七赤,金
1978-06-18,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,戊子,霹靂火,丁酉,巳宮,四綠,四綠,九紫,七赤,金
1978-06-18,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,己丑,霹靂火,丁酉,辰宮,四綠,四綠,九紫,八白,土
1978-06-18,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,庚寅,松柏木,丁酉,卯宮,四綠,四綠,九紫,九紫,火
1978-06-18,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,辛卯,松柏木,丁酉,寅宮,四綠,四綠,九紫,一白,水
1978-06-18,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,壬辰,長流水,丁酉,丑宮,四綠,四綠,九紫,二黑,土
1978-06-18,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,癸巳,長流水,丁酉,子宮,四綠,四綠,九紫,三碧,木
1978-06-18,午時,11:00-13:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,甲午,砂中金,丁酉,亥宮,四綠,四綠,九紫,四綠,木
1978-06-18,未時,13:00-15:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,乙未,砂中金,丁酉,戌宮,四綠,四綠,九紫,五黃,土
1978-06-18,申時,15:00-17:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,丙申,山下火,丁酉,酉宮,四綠,四綠,九紫,六白,金
1978-06-18,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,丁酉,山下火,丁酉,申宮,四綠,四綠,九紫,七赤,金
1978-06-18,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,戊戌,平地木,丁酉,未宮,四綠,四綠,九紫,八白,土
1978-06-18,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,己亥,平地木,丁酉,午宮,四綠,四綠,九紫,九紫,火
1978-06-18,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,辛亥,釵釧金,庚子,壁上土,丁酉,巳宮,四綠,四綠,九紫,一白,水
1978-06-19,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,庚子,壁上土,丁酉,巳宮,四綠,四綠,一白,一白,水
1978-06-19,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,辛丑,壁上土,丁酉,辰宮,四綠,四綠,一白,二黑,土
1978-06-19,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,壬寅,金箔金,丁酉,卯宮,四綠,四綠,一白,三碧,木
1978-06-19,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,癸卯,金箔金,丁酉,寅宮,四綠,四綠,一白,四綠,木
1978-06-19,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,甲辰,覆燈火,丁酉,丑宮,四綠,四綠,一白,五黃,土
1978-06-19,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,乙巳,覆燈火,丁酉,子宮,四綠,四綠,一白,六白,金
1978-06-19,午時,11:00-13:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,丙午,天河水,丁酉,亥宮,四綠,四綠,一白,七赤,金
1978-06-19,未時,13:00-15:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,丁未,天河水,丁酉,戌宮,四綠,四綠,一白,八白,土
1978-06-19,申時,15:00-17:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,戊申,大驛土,丁酉,酉宮,四綠,四綠,一白,九紫,火
1978-06-19,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,己酉,大驛土,丁酉,申宮,四綠,四綠,一白,一白,水
1978-06-19,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,庚戌,釵釧金,丁酉,未宮,四綠,四綠,一白,二黑,土
1978-06-19,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,辛亥,釵釧金,丁酉,午宮,四綠,四綠,一白,三碧,木
1978-06-19,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,壬子,桑柘木,壬子,桑柘木,丁酉,巳宮,四綠,四綠,一白,四綠,木
1978-06-20,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,壬子,桑柘木,丁酉,巳宮,四綠,四綠,二黑,四綠,木
1978-06-20,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,癸丑,桑柘木,丁酉,辰宮,四綠,四綠,二黑,五黃,土
1978-06-20,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,甲寅,大溪水,丁酉,卯宮,四綠,四綠,二黑,六白,金
1978-06-20,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,乙卯,大溪水,丁酉,寅宮,四綠,四綠,二黑,七赤,金
1978-06-20,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,丙辰,沙中土,丁酉,丑宮,四綠,四綠,二黑,八白,土
1978-06-20,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,丁巳,沙中土,丁酉,子宮,四綠,四綠,二黑,九紫,火
1978-06-20,午時,11:00-13:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,戊午,天上火,丁酉,亥宮,四綠,四綠,二黑,一白,水
1978-06-20,未時,13:00-15:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,己未,天上火,丁酉,戌宮,四綠,四綠,二黑,二黑,土
1978-06-20,申時,15:00-17:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,庚申,石榴木,丁酉,酉宮,四綠,四綠,二黑,三碧,木
1978-06-20,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,辛酉,石榴木,丁酉,申宮,四綠,四綠,二黑,四綠,木
1978-06-20,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,壬戌,大海水,丁酉,未宮,四綠,四綠,二黑,五黃,土
1978-06-20,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,癸亥,大海水,丁酉,午宮,四綠,四綠,二黑,六白,金
1978-06-20,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,癸丑,桑柘木,甲子,海中金,丁酉,巳宮,四綠,四綠,二黑,三碧,木
1978-06-21,早子時,00:00-01:00,夏至,戊午,天上火,丙午,天河水,甲寅,大溪水,甲子,海中金,丁酉,巳宮,四綠,四綠,七赤,三碧,木
1978-06-21,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,乙丑,海中金,丁酉,辰宮,四綠,四綠,七赤,二黑,土
1978-06-21,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,丙寅,爐中火,丁酉,卯宮,四綠,四綠,七赤,一白,水
1978-06-21,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,丁卯,爐中火,丁酉,寅宮,四綠,四綠,七赤,九紫,火
1978-06-21,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,戊辰,大林木,丁酉,丑宮,四綠,四綠,七赤,八白,土
1978-06-21,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,己巳,大林木,丁酉,子宮,四綠,四綠,七赤,七赤,金
1978-06-21,午時,11:00-13:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,庚午,路旁土,丁酉,亥宮,四綠,四綠,七赤,六白,金
1978-06-21,未時,13:00-15:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,辛未,路旁土,丁酉,戌宮,四綠,四綠,七赤,五黃,土
1978-06-21,申時,15:00-17:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,壬申,劍鋒金,丁酉,酉宮,四綠,四綠,七赤,四綠,木
1978-06-21,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,癸酉,劍鋒金,丁酉,申宮,四綠,四綠,七赤,三碧,木
1978-06-21,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,甲戌,山頭火,丁酉,未宮,四綠,四綠,七赤,二黑,土
1978-06-21,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,乙亥,山頭火,丁酉,午宮,四綠,四綠,七赤,一白,水
1978-06-21,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,甲寅,大溪水,丙子,澗下水,丁酉,巳宮,四綠,四綠,七赤,九紫,火
1978-06-22,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,丙子,澗下水,丁酉,巳宮,四綠,四綠,六白,九紫,火
1978-06-22,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,丁丑,澗下水,丁酉,辰宮,四綠,四綠,六白,八白,土
1978-06-22,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,戊寅,城頭土,丁酉,卯宮,四綠,四綠,六白,七赤,金
1978-06-22,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,己卯,城頭土,丁酉,寅宮,四綠,四綠,六白,六白,金
1978-06-22,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,庚辰,白蠟金,丁酉,丑宮,四綠,四綠,六白,五黃,土
1978-06-22,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,辛巳,白蠟金,丁酉,子宮,四綠,四綠,六白,四綠,木
1978-06-22,午時,11:00-13:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,壬午,楊柳木,丁酉,亥宮,四綠,四綠,六白,三碧,木
1978-06-22,未時,13:00-15:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,癸未,楊柳木,丁酉,戌宮,四綠,四綠,六白,二黑,土
1978-06-22,申時,15:00-17:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,甲申,泉中水,丁酉,酉宮,四綠,四綠,六白,一白,水
1978-06-22,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,乙酉,泉中水,丁酉,申宮,四綠,四綠,六白,九紫,火
1978-06-22,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,丙戌,屋上土,丁酉,未宮,四綠,四綠,六白,八白,土
1978-06-22,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,丁亥,屋上土,丁酉,午宮,四綠,四綠,六白,七赤,金
1978-06-22,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,乙卯,大溪水,戊子,霹靂火,丁酉,巳宮,四綠,四綠,六白,六白,金
1978-06-23,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,戊子,霹靂火,丁酉,巳宮,四綠,四綠,五黃,六白,金
1978-06-23,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,己丑,霹靂火,丁酉,辰宮,四綠,四綠,五黃,五黃,土
1978-06-23,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,庚寅,松柏木,丁酉,卯宮,四綠,四綠,五黃,四綠,木
1978-06-23,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,辛卯,松柏木,丁酉,寅宮,四綠,四綠,五黃,三碧,木
1978-06-23,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,壬辰,長流水,丁酉,丑宮,四綠,四綠,五黃,二黑,土
1978-06-23,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,癸巳,長流水,丁酉,子宮,四綠,四綠,五黃,一白,水
1978-06-23,午時,11:00-13:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,甲午,砂中金,丁酉,亥宮,四綠,四綠,五黃,九紫,火
1978-06-23,未時,13:00-15:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,乙未,砂中金,丁酉,戌宮,四綠,四綠,五黃,八白,土
1978-06-23,申時,15:00-17:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,丙申,山下火,丁酉,酉宮,四綠,四綠,五黃,七赤,金
1978-06-23,酉時,17:00-19:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,丁酉,山下火,丁酉,申宮,四綠,四綠,五黃,六白,金
1978-06-23,戌時,19:00-21:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,戊戌,平地木,丁酉,未宮,四綠,四綠,五黃,五黃,土
1978-06-23,亥時,21:00-23:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,己亥,平地木,丁酉,午宮,四綠,四綠,五黃,四綠,木
1978-06-23,晚子時,23:00-24:00,,戊午,天上火,丙午,天河水,丙辰,沙中土,庚子,壁上土,丁酉,巳宮,四綠,四綠,五黃,三碧,木
1978-06-24,早子時,00:00-01:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,庚子,壁上土,丁酉,巳宮,四綠,四綠,四綠,三碧,木
1978-06-24,丑時,01:00-03:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,辛丑,壁上土,丁酉,辰宮,四綠,四綠,四綠,二黑,土
1978-06-24,寅時,03:00-05:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,壬寅,金箔金,丁酉,卯宮,四綠,四綠,四綠,一白,水
1978-06-24,卯時,05:00-07:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,癸卯,金箔金,丁酉,寅宮,四綠,四綠,四綠,九紫,火
1978-06-24,辰時,07:00-09:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,甲辰,覆燈火,丁酉,丑宮,四綠,四綠,四綠,八白,土
1978-06-24,巳時,09:00-11:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,乙巳,覆燈火,丁酉,子宮,四綠,四綠,四綠,七赤,金
1978-06-24,午時,11:00-13:00,,戊午,天上火,丙午,天河水,丁巳,沙中土,丙午,天河水,丁酉,亥宮,四綠,四綠,四綠,六白,金
