日期,時段名稱,具體時間,節氣,年柱,年納音,月柱,月納音,日柱,日納音,時柱,時納音,胎元,命宮,年星,月星,日星,時星,時星五行
1978-03-05,巳時,09:00-11:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,癸巳,長流水,癸巳,辰宮,四綠,八白,三碧,三碧,木
1978-03-05,午時,11:00-13:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,甲午,砂中金,癸巳,卯宮,四綠,八白,三碧,四綠,木
1978-03-05,未時,13:00-15:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,乙未,砂中金,癸巳,寅宮,四綠,八白,三碧,五黃,土
1978-03-05,申時,15:00-17:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,丙申,山下火,癸巳,丑宮,四綠,八白,三碧,六白,金
1978-03-05,酉時,17:00-19:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,丁酉,山下火,癸巳,子宮,四綠,八白,三碧,七赤,金
1978-03-05,戌時,19:00-21:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,戊戌,平地木,癸巳,亥宮,四綠,八白,三碧,八白,土
1978-03-05,亥時,21:00-23:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,己亥,平地木,癸巳,戌宮,四綠,八白,三碧,九紫,火
1978-03-05,晚子時,23:00-24:00,,戊午,天上火,壬寅,金箔金,丙寅,爐中火,庚子,壁上土,癸巳,酉宮,四綠,八白,三碧,一白,水
1978-03-06,早子時,00:00-01:00,驚蟄,戊午,天上火,癸卯,金箔金,丁卯,爐中火,庚子,壁上土,甲午,申宮,四綠,七赤,四綠,一白,水
1978-03-06,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,辛丑,壁上土,甲午,未宮,四綠,七赤,四綠,二黑,土
1978-03-06,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,壬寅,金箔金,甲午,午宮,四綠,七赤,四綠,三碧,木
1978-03-06,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,癸卯,金箔金,甲午,巳宮,四綠,七赤,四綠,四綠,木
1978-03-06,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,甲辰,覆燈火,甲午,辰宮,四綠,七赤,四綠,五黃,土
1978-03-06,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,乙巳,覆燈火,甲午,卯宮,四綠,七赤,四綠,六白,金
1978-03-06,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,丙午,天河水,甲午,寅宮,四綠,七赤,四綠,七赤,金
1978-03-06,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,丁未,天河水,甲午,丑宮,四綠,七赤,四綠,八白,土
1978-03-06,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,戊申,大驛土,甲午,子宮,四綠,七赤,四綠,九紫,火
1978-03-06,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,己酉,大驛土,甲午,亥宮,四綠,七赤,四綠,一白,水
1978-03-06,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,庚戌,釵釧金,甲午,戌宮,四綠,七赤,四綠,二黑,土
1978-03-06,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,辛亥,釵釧金,甲午,酉宮,四綠,七赤,四綠,三碧,木
1978-03-06,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,丁卯,爐中火,壬子,桑柘木,甲午,申宮,四綠,七赤,四綠,四綠,木
1978-03-07,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,壬子,桑柘木,甲午,申宮,四綠,七赤,五黃,四綠,木
1978-03-07,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,癸丑,桑柘木,甲午,未宮,四綠,七赤,五黃,五黃,土
1978-03-07,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,甲寅,大溪水,甲午,午宮,四綠,七赤,五黃,六白,金
1978-03-07,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,乙卯,大溪水,甲午,巳宮,四綠,七赤,五黃,七赤,金
1978-03-07,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,丙辰,沙中土,甲午,辰宮,四綠,七赤,五黃,八白,土
1978-03-07,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,丁巳,沙中土,甲午,卯宮,四綠,七赤,五黃,九紫,火
1978-03-07,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,戊午,天上火,甲午,寅宮,四綠,七赤,五黃,一白,水
1978-03-07,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,己未,天上火,甲午,丑宮,四綠,七赤,五黃,二黑,土
1978-03-07,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,庚申,石榴木,甲午,子宮,四綠,七赤,五黃,三碧,木
1978-03-07,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,辛酉,石榴木,甲午,亥宮,四綠,七赤,五黃,四綠,木
1978-03-07,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,壬戌,大海水,甲午,戌宮,四綠,七赤,五黃,五黃,土
1978-03-07,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,癸亥,大海水,甲午,酉宮,四綠,七赤,五黃,六白,金
1978-03-07,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,戊辰,大林木,甲子,海中金,甲午,申宮,四綠,七赤,五黃,七赤,金
1978-03-08,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,甲子,海中金,甲午,申宮,四綠,七赤,六白,七赤,金
1978-03-08,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,乙丑,海中金,甲午,未宮,四綠,七赤,六白,八白,土
1978-03-08,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,丙寅,爐中火,甲午,午宮,四綠,七赤,六白,九紫,火
1978-03-08,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,丁卯,爐中火,甲午,巳宮,四綠,七赤,六白,一白,水
1978-03-08,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,戊辰,大林木,甲午,辰宮,四綠,七赤,六白,二黑,土
1978-03-08,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,己巳,大林木,甲午,卯宮,四綠,七赤,六白,三碧,木
1978-03-08,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,庚午,路旁土,甲午,寅宮,四綠,七赤,六白,四綠,木
1978-03-08,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,辛未,路旁土,甲午,丑宮,四綠,七赤,六白,五黃,土
1978-03-08,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,壬申,劍鋒金,甲午,子宮,四綠,七赤,六白,六白,金
1978-03-08,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,癸酉,劍鋒金,甲午,亥宮,四綠,七赤,六白,七赤,金
1978-03-08,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,甲戌,山頭火,甲午,戌宮,四綠,七赤,六白,八白,土
1978-03-08,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,乙亥,山頭火,甲午,酉宮,四綠,七赤,六白,九紫,火
1978-03-08,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,己巳,大林木,丙子,澗下水,甲午,申宮,四綠,七赤,六白,一白,水
1978-03-09,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,丙子,澗下水,甲午,申宮,四綠,七赤,七赤,一白,水
1978-03-09,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,丁丑,澗下水,甲午,未宮,四綠,七赤,七赤,二黑,土
1978-03-09,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,戊寅,城頭土,甲午,午宮,四綠,七赤,七赤,三碧,木
1978-03-09,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,己卯,城頭土,甲午,巳宮,四綠,七赤,七赤,四綠,木
1978-03-09,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,庚辰,白蠟金,甲午,辰宮,四綠,七赤,七赤,五黃,土
1978-03-09,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,辛巳,白蠟金,甲午,卯宮,四綠,七赤,七赤,六白,金
1978-03-09,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,壬午,楊柳木,甲午,寅宮,四綠,七赤,七赤,七赤,金
1978-03-09,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,癸未,楊柳木,甲午,丑宮,四綠,七赤,七赤,八白,土
1978-03-09,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,甲申,泉中水,甲午,子宮,四綠,七赤,七赤,九紫,火
1978-03-09,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,乙酉,泉中水,甲午,亥宮,四綠,七赤,七赤,一白,水
1978-03-09,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,丙戌,屋上土,甲午,戌宮,四綠,七赤,七赤,二黑,土
1978-03-09,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,丁亥,屋上土,甲午,酉宮,四綠,七赤,七赤,三碧,木
1978-03-09,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,庚午,路旁土,戊子,霹靂火,甲午,申宮,四綠,七赤,七赤,四綠,木
1978-03-10,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,戊子,霹靂火,甲午,申宮,四綠,七赤,八白,四綠,木
1978-03-10,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,己丑,霹靂火,甲午,未宮,四綠,七赤,八白,五黃,土
1978-03-10,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,庚寅,松柏木,甲午,午宮,四綠,七赤,八白,六白,金
1978-03-10,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,辛卯,松柏木,甲午,巳宮,四綠,七赤,八白,七赤,金
1978-03-10,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,壬辰,長流水,甲午,辰宮,四綠,七赤,八白,八白,土
1978-03-10,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,癸巳,長流水,甲午,卯宮,四綠,七赤,八白,九紫,火
1978-03-10,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,甲午,砂中金,甲午,寅宮,四綠,七赤,八白,一白,水
1978-03-10,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,乙未,砂中金,甲午,丑宮,四綠,七赤,八白,二黑,土
1978-03-10,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,丙申,山下火,甲午,子宮,四綠,七赤,八白,三碧,木
1978-03-10,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,丁酉,山下火,甲午,亥宮,四綠,七赤,八白,四綠,木
1978-03-10,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,戊戌,平地木,甲午,戌宮,四綠,七赤,八白,五黃,土
1978-03-10,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,己亥,平地木,甲午,酉宮,四綠,七赤,八白,六白,金
1978-03-10,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,辛未,路旁土,庚子,壁上土,甲午,申宮,四綠,七赤,八白,七赤,金
1978-03-11,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,庚子,壁上土,甲午,申宮,四綠,七赤,九紫,七赤,金
1978-03-11,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,辛丑,壁上土,甲午,未宮,四綠,七赤,九紫,八白,土
1978-03-11,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,壬寅,金箔金,甲午,午宮,四綠,七赤,九紫,九紫,火
1978-03-11,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,癸卯,金箔金,甲午,巳宮,四綠,七赤,九紫,一白,水
1978-03-11,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,甲辰,覆燈火,甲午,辰宮,四綠,七赤,九紫,二黑,土
1978-03-11,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,乙巳,覆燈火,甲午,卯宮,四綠,七赤,九紫,三碧,木
1978-03-11,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,丙午,天河水,甲午,寅宮,四綠,七赤,九紫,四綠,木
1978-03-11,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,丁未,天河水,甲午,丑宮,四綠,七赤,九紫,五黃,土
1978-03-11,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,戊申,大驛土,甲午,子宮,四綠,七赤,九紫,六白,金
1978-03-11,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,己酉,大驛土,甲午,亥宮,四綠,七赤,九紫,七赤,金
1978-03-11,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,庚戌,釵釧金,甲午,戌宮,四綠,七赤,九紫,八白,土
1978-03-11,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,辛亥,釵釧金,甲午,酉宮,四綠,七赤,九紫,九紫,火
1978-03-11,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,壬申,劍鋒金,壬子,桑柘木,甲午,申宮,四綠,七赤,九紫,一白,水
1978-03-12,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,壬子,桑柘木,甲午,申宮,四綠,七赤,一白,一白,水
1978-03-12,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,癸丑,桑柘木,甲午,未宮,四綠,七赤,一白,二黑,土
1978-03-12,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,甲寅,大溪水,甲午,午宮,四綠,七赤,一白,三碧,木
1978-03-12,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,乙卯,大溪水,甲午,巳宮,四綠,七赤,一白,四綠,木
1978-03-12,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,丙辰,沙中土,甲午,辰宮,四綠,七赤,一白,五黃,土
1978-03-12,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,丁巳,沙中土,甲午,卯宮,四綠,七赤,一白,六白,金
1978-03-12,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,戊午,天上火,甲午,寅宮,四綠,七赤,一白,七赤,金
1978-03-12,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,己未,天上火,甲午,丑宮,四綠,七赤,一白,八白,土
1978-03-12,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,庚申,石榴木,甲午,子宮,四綠,七赤,一白,九紫,火
1978-03-12,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,辛酉,石榴木,甲午,亥宮,四綠,七赤,一白,一白,水
1978-03-12,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,壬戌,大海水,甲午,戌宮,四綠,七赤,一白,二黑,土
1978-03-12,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,癸亥,大海水,甲午,酉宮,四綠,七赤,一白,三碧,木
1978-03-12,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,癸酉,劍鋒金,甲子,海中金,甲午,申宮,四綠,七赤,一白,四綠,木
1978-03-13,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,甲子,海中金,甲午,申宮,四綠,七赤,二黑,四綠,木
1978-03-13,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,乙丑,海中金,甲午,未宮,四綠,七赤,二黑,五黃,土
1978-03-13,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,丙寅,爐中火,甲午,午宮,四綠,七赤,二黑,六白,金
1978-03-13,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,丁卯,爐中火,甲午,巳宮,四綠,七赤,二黑,七赤,金
1978-03-13,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,戊辰,大林木,甲午,辰宮,四綠,七赤,二黑,八白,土
1978-03-13,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,己巳,大林木,甲午,卯宮,四綠,七赤,二黑,九紫,火
1978-03-13,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,庚午,路旁土,甲午,寅宮,四綠,七赤,二黑,一白,水
1978-03-13,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,辛未,路旁土,甲午,丑宮,四綠,七赤,二黑,二黑,土
1978-03-13,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,壬申,劍鋒金,甲午,子宮,四綠,七赤,二黑,三碧,木
1978-03-13,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,癸酉,劍鋒金,甲午,亥宮,四綠,七赤,二黑,四綠,木
1978-03-13,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,甲戌,山頭火,甲午,戌宮,四綠,七赤,二黑,五黃,土
1978-03-13,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,乙亥,山頭火,甲午,酉宮,四綠,七赤,二黑,六白,金
1978-03-13,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,甲戌,山頭火,丙子,澗下水,甲午,申宮,四綠,七赤,二黑,七赤,金
1978-03-14,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,丙子,澗下水,甲午,申宮,四綠,七赤,三碧,七赤,金
1978-03-14,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,丁丑,澗下水,甲午,未宮,四綠,七赤,三碧,八白,土
1978-03-14,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,戊寅,城頭土,甲午,午宮,四綠,七赤,三碧,九紫,火
1978-03-14,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,己卯,城頭土,甲午,巳宮,四綠,七赤,三碧,一白,水
1978-03-14,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,庚辰,白蠟金,甲午,辰宮,四綠,七赤,三碧,二黑,土
1978-03-14,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,辛巳,白蠟金,甲午,卯宮,四綠,七赤,三碧,三碧,木
1978-03-14,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,壬午,楊柳木,甲午,寅宮,四綠,七赤,三碧,四綠,木
1978-03-14,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,癸未,楊柳木,甲午,丑宮,四綠,七赤,三碧,五黃,土
1978-03-14,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,甲申,泉中水,甲午,子宮,四綠,七赤,三碧,六白,金
1978-03-14,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,乙酉,泉中水,甲午,亥宮,四綠,七赤,三碧,七赤,金
1978-03-14,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,丙戌,屋上土,甲午,戌宮,四綠,七赤,三碧,八白,土
1978-03-14,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,丁亥,屋上土,甲午,酉宮,四綠,七赤,三碧,九紫,火
1978-03-14,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,乙亥,山頭火,戊子,霹靂火,甲午,申宮,四綠,七赤,三碧,一白,水
1978-03-15,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,戊子,霹靂火,甲午,申宮,四綠,七赤,四綠,一白,水
1978-03-15,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,己丑,霹靂火,甲午,未宮,四綠,七赤,四綠,二黑,土
1978-03-15,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,庚寅,松柏木,甲午,午宮,四綠,七赤,四綠,三碧,木
1978-03-15,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,辛卯,松柏木,甲午,巳宮,四綠,七赤,四綠,四綠,木
1978-03-15,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,壬辰,長流水,甲午,辰宮,四綠,七赤,四綠,五黃,土
1978-03-15,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,癸巳,長流水,甲午,卯宮,四綠,七赤,四綠,六白,金
1978-03-15,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,甲午,砂中金,甲午,寅宮,四綠,七赤,四綠,七赤,金
1978-03-15,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,乙未,砂中金,甲午,丑宮,四綠,七赤,四綠,八白,土
1978-03-15,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,丙申,山下火,甲午,子宮,四綠,七赤,四綠,九紫,火
1978-03-15,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,丁酉,山下火,甲午,亥宮,四綠,七赤,四綠,一白,水
1978-03-15,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,戊戌,平地木,甲午,戌宮,四綠,七赤,四綠,二黑,土
1978-03-15,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,己亥,平地木,甲午,酉宮,四綠,七赤,四綠,三碧,木
1978-03-15,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,丙子,澗下水,庚子,壁上土,甲午,申宮,四綠,七赤,四綠,四綠,木
1978-03-16,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,庚子,壁上土,甲午,申宮,四綠,七赤,五黃,四綠,木
1978-03-16,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,辛丑,壁上土,甲午,未宮,四綠,七赤,五黃,五黃,土
1978-03-16,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,壬寅,金箔金,甲午,午宮,四綠,七赤,五黃,六白,金
1978-03-16,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,癸卯,金箔金,甲午,巳宮,四綠,七赤,五黃,七赤,金
1978-03-16,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,甲辰,覆燈火,甲午,辰宮,四綠,七赤,五黃,八白,土
1978-03-16,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,乙巳,覆燈火,甲午,卯宮,四綠,七赤,五黃,九紫,火
1978-03-16,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,丙午,天河水,甲午,寅宮,四綠,七赤,五黃,一白,水
1978-03-16,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,丁未,天河水,甲午,丑宮,四綠,七赤,五黃,二黑,土
1978-03-16,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,戊申,大驛土,甲午,子宮,四綠,七赤,五黃,三碧,木
1978-03-16,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,己酉,大驛土,甲午,亥宮,四綠,七赤,五黃,四綠,木
1978-03-16,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,庚戌,釵釧金,甲午,戌宮,四綠,七赤,五黃,五黃,土
1978-03-16,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,辛亥,釵釧金,甲午,酉宮,四綠,七赤,五黃,六白,金
1978-03-16,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,丁丑,澗下水,壬子,桑柘木,甲午,申宮,四綠,七赤,五黃,七赤,金
1978-03-17,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,壬子,桑柘木,甲午,申宮,四綠,七赤,六白,七赤,金
1978-03-17,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,癸丑,桑柘木,甲午,未宮,四綠,七赤,六白,八白,土
1978-03-17,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,甲寅,大溪水,甲午,午宮,四綠,七赤,六白,九紫,火
1978-03-17,卯時,05:00-07:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,乙卯,大溪水,甲午,巳宮,四綠,七赤,六白,一白,水
1978-03-17,辰時,07:00-09:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,丙辰,沙中土,甲午,辰宮,四綠,七赤,六白,二黑,土
1978-03-17,巳時,09:00-11:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,丁巳,沙中土,甲午,卯宮,四綠,七赤,六白,三碧,木
1978-03-17,午時,11:00-13:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,戊午,天上火,甲午,寅宮,四綠,七赤,六白,四綠,木
1978-03-17,未時,13:00-15:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,己未,天上火,甲午,丑宮,四綠,七赤,六白,五黃,土
1978-03-17,申時,15:00-17:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,庚申,石榴木,甲午,子宮,四綠,七赤,六白,六白,金
1978-03-17,酉時,17:00-19:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,辛酉,石榴木,甲午,亥宮,四綠,七赤,六白,七赤,金
1978-03-17,戌時,19:00-21:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,壬戌,大海水,甲午,戌宮,四綠,七赤,六白,八白,土
1978-03-17,亥時,21:00-23:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,癸亥,大海水,甲午,酉宮,四綠,七赤,六白,九紫,火
1978-03-17,晚子時,23:00-24:00,,戊午,天上火,癸卯,金箔金,戊寅,城頭土,甲子,海中金,甲午,申宮,四綠,七赤,六白,一白,水
1978-03-18,早子時,00:00-01:00,,戊午,天上火,癸卯,金箔金,己卯,城頭土,甲子,海中金,甲午,申宮,四綠,七赤,七赤,一白,水
1978-03-18,丑時,01:00-03:00,,戊午,天上火,癸卯,金箔金,己卯,城頭土,乙丑,海中金,甲午,未宮,四綠,七赤,七赤,二黑,土
1978-03-18,寅時,03:00-05:00,,戊午,天上火,癸卯,金箔金,己卯,城頭土,丙寅,爐中火,甲午,午宮,四綠,七赤,七赤,三碧,木
